Recipes_name,Ingredients,Recipes,Flavor,Difficulty,Estimated Cooking Time
Mini Chocolate Buns,Bread flour,"1. Knead dough 40 min, ferment until doubled. 2. Divide into 36 balls with filling. 3. Proof until doubled and bake at 180°C for 20 min.","Sweet, chocolatey, soft",Medium,90 min
Winter Melon Lemon Drink,Winter melon; lemon juice; water,1. Clean and blanch melon for 40 sec. 2. Blend with water and lemon juice. 3. Add honey and lemon slices to taste.,"Refreshing, citrusy",Easy,10 min
Stir-Fried Garlic Shoots with Minced Pork,Minced pork; garlic shoots; garlic; soy sauce; dark soy; chili; starch; salt; sweet bean paste,"1. Mince pork and garlic, chop shoots. 2. Fry garlic, add pork, cook until browned. 3. Add shoots, season with sauces, salt, and starch slurry. Stir-fry until glossy.","Savory, garlicky, slightly spicy",Easy,15 min
Beijing-Style Pork Noodles,Beef; cucumber; sausage; egg white; sweet bean paste; sugar; starch; soy sauce; cooking wine,"1. Slice beef, marinate with seasonings. 2. Boil noodles, rinse in cold water. 3. Stir-fry beef, add sauce mixture (bean paste, soy, sugar, wine). 4. Pour over noodles, garnish with cucumber and sausage strips.","Savory, sweet, rich",Medium,35 min
Crispy Pan-Fried Dumplings,Salt; cooking wine; dumplings; cornstarch; water; peanut/corn oil,"1. Mix cornstarch and water well. 2. Arrange dumplings in a cold pan. 3. Turn on high heat and immediately pour in starch water. 4. Drizzle oil and sprinkle salt evenly. 5. Cover and cook until water mostly evaporates, forming a crispy web. 6. Flip dumplings and pan-fry until golden on both sides.","Crispy outside, juicy inside",Medium,15 min
Sparkling Summer Drink,Sparkling water; peach; grape; apple vinegar,1. Peel grapes and add to cup. 2. Add sliced peach and a splash of apple vinegar. 3. Pour in sparkling water and a bit of honey if desired. 4. Add ice and enjoy the refreshing bubbles!,"Fruity, fizzy, refreshing",Easy,10 min
Red Bean Cream Bread,Bread flour; milk; egg; milk powder; yeast; sugar; salt; butter; red beans; cream cheese; sugar,"1. Knead all dough ingredients except butter and beans until smooth. 2. Add butter, knead to thin film, ferment 1 hr. 3. Mix cream cheese and sugar, pipe as filling. 4. Wrap red beans and filling into dough balls, flatten slightly, ferment again. 5. Bake at 165°C for 20 min, uncover top tray last 5 min.","Sweet, soft, creamy",Medium,90 min
Homemade Fish Balls,Pepper; salt; fish meat; egg white; ginger; starch,"1. Prepare ginger water. 2. Blend fish with water (1:2–1:3) until smooth. 3. Add salt, egg white, starch, and beat until bouncy. 4. Shape balls, start in cold water, simmer gently 7–8 min. 5. Cool in ice water.","Light, savory, bouncy",Medium,40 min
Stir-Fried Broccoli with Tofu,Broccoli; five-spice tofu; garlic; chili,"1. Slice all ingredients. Blanch broccoli 3 min. 2. Fry garlic, chili, and tofu slices. 3. Add broccoli, soy sauce, and salt.","Savory, slightly spicy",Easy,15 min
"Celery, Egg & Shrimp Noodles",Egg; shrimp; salt; noodles,"1. Fry egg and shrimp. 2. Add celery, stir-fry briefly, pour hot water, and cook noodles together.","Light, home-style",Easy,20 min
Cherry Compote,Cherry; rock sugar; purified water,"1. Soak cherries in salt water 20 min, pit them. 2. Place in jar with sugar and water (80% full). 3. Steam 5–8 min, tighten lid, cool upside down.","Sweet, fruity",Easy,20 min
Meat Pie,Flour; warm water; yeast; sugar; pork; onion; soy sauce; salt; pepper; oyster sauce; oil,"1. Mix dough with yeast, sugar, oil, and water. Ferment until double. 2. Mix diced pork with sauces and onion. 3. Roll dough, spread filling, fold and seal. 4. Pan-fry until golden and puffy.","Savory, crispy outside",Medium,40 min
Steamed Buns,Flour; lard; sugar; salt; yeast; water,"1. Mix flour with yeast, sugar, and water, knead and ferment. 2. Make meat & chive filling. 3. Wrap buns, proof 20 min. 4. Steam 15–20 min and rest 5 min before opening lid.","Soft, fluffy",Medium,1 hr
Lemon Water,Seedless lemon; honey; ice,"1. Slice lemon, squeeze juice, mix with honey and ice water. Shake and enjoy.","Refreshing, citrusy",Easy,5 min
Blueberry Wine,Blueberry; liquor; rock sugar,1. Layer blueberries and rock sugar in jar. 2. Pour in 50° liquor until covered. 3. Seal and ferment for 1–2 months.,"Sweet, fruity",Easy,10 min (prep)
Spicy Chicken Wing Tips,Chicken wings; soy sauce; oyster sauce; ginger; chili; onion; garlic; cooking wine,"1. Boil wings 10–15 min with aromatics. 2. Deep-fry until golden. 3. Stir-fry with chili sauce, soy sauces, onion, garlic, and scallion for 2–3 min.","Spicy, savory",Medium,30 min
Garlic Chicken Thighs,Chicken thigh; garlic; chili; soy sauce; starch; salt; cooking wine; pepper,"1. Dice chicken, marinate with sauces and starch 15 min. 2. Stir-fry until cooked, add garlic and chili. 3. Season and serve.","Garlicky, slightly spicy",Easy,20 min
Drunken Shrimp,Prawn; ginger; Chinese wine; soy sauce; spices; lemon,"1. Boil spices 5 min, add wine and cool. 2. Blanch shrimp, cool in ice water. 3. Soak in sauce with lemon slices for 6–10 hrs.","Aromatic, boozy",Medium,30 min + soak
Golden Fried Hairtail,Hairtail; ginger; scallion; salt; pepper; flour; cornstarch; beer,"1. Clean and cut fish into sections. 2. Marinate 30 min. 3. Mix batter with flour, starch, and beer. 4. Fry twice until golden crispy.","Crispy, savory",Medium,40 min
Egg & Milk Breakfast Buns,Milk; egg; sugar; bread flour; yeast; water,"1. Mix ingredients, knead dough, ferment. 2. Divide, rest, flatten. 3. Pan-fry both sides till golden, add a little water and cover to steam until soft.","Sweet, fluffy",Easy,30 min
Chaoshan Radish Roll,Radish; celery; minced pork; salt; soy sauce; lard; starch,1. Stir-fry shredded radish and celery with minced pork and seasonings. 2. Wrap into rolls and pan-fry or steam.,"Savory, traditional",Medium,40 min
Yellow Wine Drunken Crab,Crab; yellow wine; soy sauce; sugar; spices; ginger; scallion,"1. Steam crabs 15 min, cool. 2. Boil spices in water, add soy sauce, sugar, and salt, cool. 3. Mix with yellow wine and soak crabs 24–48 hrs.","Savory, aromatic",Hard,2 days
Crispy Young Pigeon,Pigeon; salt; sugar; spices; vinegar; wine,"1. Clean and season pigeon, marinate 3 hrs. 2. Scald with boiling water, brush with maltose-vinegar glaze. 3. Air-dry and deep-fry twice until golden and crisp.","Crispy, aromatic",Hard,3 hrs
Stir-Fried Celery with Dried Tofu,Celery; tofu; pork; scallion; oil; salt,"1. Fry pork, add tofu and stir-fry. 2. Add celery stems and leaves, season with salt, garnish with scallion.","Savory, home-style",Easy,20 min
Black Rice Cake,Milk; corn oil; flour; black rice flour; eggs; sugar,"1. Mix batter, pour into 6-inch mold. 2. Bake at 155°C bottom, 130°C top for 40 min, then raise top to 165°C for 15 min.","Sweet, soft, nutty",Medium,60 min
Spicy Chicken with Peppers,Chicken; chili; garlic; soy sauce; salt; pepper oil,"1. Marinate chicken with seasoning. 2. Stir-fry until golden, add chili, garlic, and sauces. 3. Add pepper oil and scallion to finish.","Spicy, fragrant",Medium,25 min
Cheese & Scallion Pork Floss Toast,Bread flour; sugar; milk powder; egg; butter; mayo; cheese; scallion; pork floss,"1. Knead dough, ferment, roll and layer with mayo, cheese, and pork floss. 2. Shape braid, proof, and bake.","Savory, cheesy, fluffy",Medium,90 min
Basque Cheesecake,Milk; egg; yogurt; lemon; salt; starch,"1. Make cheese by curdling milk with lemon. 2. Mix with yogurt, sugar, and eggs. 3. Add starch, bake or air-fry at 165°C for 30 min.","Creamy, tangy",Medium,60 min
Cucumber Coconut Water,Coconut water; cucumber,"1. Slice cucumber thinly, roll, freeze slightly. 2. Mix with cold coconut water and ice for a refreshing drink.","Fresh, light",Easy,10 min
French Cinnamon Apple Pork Ribs,Pork ribs; pepper; apple; onion; garlic; cinnamon; sugar; brandy; Worcestershire sauce,"1. Marinate ribs 8 hrs. 2. Pan-sear 20 min, add brandy, onions, apples, and spices. 3. Simmer 20 min and reduce sauce.","Sweet, spicy, rich",Medium,1.5 hr
Classic Bolognese Pasta,Beef; pork; tomato; tomato paste; onion; garlic; butter; salt; sugar; soy sauce; pepper,"1. Mix meats with sauces and marinate 10 min. 2. Fry onion and garlic in butter. 3. Add meat and tomatoes, cook until thick. 4. Toss with pasta and sprinkle cheese and parsley.","Savory, rich",Medium,40 min
Parmesan Cheese Cookies,Butter; sugar; egg; milk; cheese; flour; baking soda,"1. Cream butter and sugar. 2. Add egg, milk, and cheese, mix with flour. 3. Shape, chill, slice, and bake at 140°C for 35–40 min.","Buttery, cheesy",Easy,50 min
Air Fryer Ciabatta,Olive oil; flour; whey; water; yeast,"1. Mix ingredients, ferment 40 min. 2. Shape dough, proof 20 min. 3. Air fry at 190°C for 25 min until golden.","Crispy, airy",Easy,1 hr
Stir-Fried Pork with Green Chilies,Fatty pork; lean pork; green chili; garlic; black bean sauce; soy sauce,"1. Stir-fry chilies until charred, set aside. 2. Fry fatty pork until oily, add lean meat, garlic, and sauce. 3. Return chilies and stir-fry.","Spicy, savory",Medium,25 min
Pistachio Raspberry Mousse,Cocoa cake; raspberry puree; pistachio paste; cream; chocolate; sugar; gelatin,"1. Make cocoa sponge, raspberry jelly, and pistachio mousse layers. 2. Assemble in mold, freeze, and top with chocolate glaze.","Sweet, creamy, fruity",Hard,4 hr
Stir-Fried Pork with Bell Peppers,Pork; bell peppers,"1. Slice meat and peppers. Marinate pork with soy sauce and cornstarch. 2. Stir-fry until tender, add peppers, cook quickly over high heat.","Savory, colorful",Easy,20 min
Cold Jellyfish Salad,Jellyfish; cucumber; coriander; garlic; chili; sauce,"1. Soak jellyfish 2 hrs. 2. Mix with cucumber, garlic, chili, and coriander. 3. Add sauce and toss.","Fresh, crunchy, tangy",Easy,15 min
Pressure Cooker Braised Beef,Beef brisket; cumin; oyster sauce; salt; soy sauce; garlic; ginger; sugar,"1. Marinate beef with sauces 4 hrs. 2. Cook in pressure cooker 1.5 hrs, cool overnight for best flavor.","Savory, tender",Medium,2 hr
Cold Chicken Noodles,Noodles; chicken breast; sesame paste; cucumber; coriander; soy sauce; vinegar; sugar,"1. Boil chicken, shred. 2. Mix sauce with sesame paste, soy, and vinegar. 3. Toss noodles with all toppings.","Refreshing, nutty",Easy,25 min
Passion Fruit Pickled Peaches,Peach; passion fruit; honey; perilla,"1. Mix sliced peaches with passion fruit, honey, and chopped perilla. 2. Chill 1 hr.","Sweet, fruity, floral",Easy,15 min
Rice Cooker Yogurt Oat,Yogurt; milk,"1. Mix milk, milk powder, sugar, heat to 40°C. 2. Add oats and yogurt, keep warm for 10 hrs.","Mild, creamy",Easy,10 hr
Pan-Fried Fish,Fish; soy sauce; oil; scallion; ginger; salt,"1. Marinate fish, coat with flour. 2. Heat oil until very hot, fry fish on both sides until golden.","Crispy, savory",Medium,20 min
Tea Eggs (Five-Spice),Eggs; Tea leaves (black tea bag); Star anise; Cinnamon; Bay leaves; Sichuan pepper; Salt; Dark soy sauce; Light soy sauce; Rock sugar; Ginger; Scallion pieces,"Step 1: Wash the eggs and boil them in cold water until cooked. Step 2: Gently crack the shells. Step 3: Add all ingredients into the pot, bring to a boil, then simmer for 20 minutes (just enough water to cover the eggs). Step 4: Remove ginger, scallion, and tea bag, soak eggs for 3+ hours — the longer, the richer the flavor.",Savory and aromatic,Easy,1 hr
Air Fryer Tofu,Firm tofu,Step 1: Line the air fryer with parchment paper to prevent sticking. Cook at 200°C for 20 minutes. Step 2: Flip tofu and continue at 180°C for 15 minutes until golden and crisp.,Light and crispy,Easy,35 mins
Potato and Sausage Claypot Rice,"Shiitake mushrooms; Potatoes; Carrots; Chinese sausage; Corn kernels; Sauce (Light soy sauce 2 tbsp, Dark soy ½ tbsp, Oyster sauce 1 tbsp, Sugar, Pepper, Salt)","Step 1: Dice all vegetables and sausage. Step 2: Stir-fry garlic and sausage in hot oil. Step 3: Add vegetables, stir 2 mins. Step 4: Prepare the sauce. Step 5: Wash rice, add water, then pour in the fried mix and sauce. Step 6: Cook in rice cooker, rest 10 mins after done, sprinkle scallions, drizzle sesame oil.",Savory and rich,Medium,1 hr
Rice Cooker Salt-Baked Chicken,Chicken drumsticks; Salt-baked chicken seasoning mix; Ginger slices,"Step 1: Rub chicken with seasoning, marinate for several hours in fridge. Step 2: Line rice cooker bottom and sides with ginger slices. Step 3: Place chicken, press Cook, no water needed — cooks in its own juices.",Savory and tender,Easy,45 mins
Tom Yum Soup,Prawns; Straw mushrooms; Lemongrass; Kaffir lime leaves; Thai chili; Thai chili paste; Water; Lime juice; Fish sauce; Coriander; Salt; Coconut milk,"Step 1: Prepare all ingredients. Step 2: Remove shrimp heads and shells, cut open back. Step 3: Slice mushrooms and lemongrass. Step 4: Fry shrimp heads to release aroma. Step 5: Add water, lemongrass, bring to boil. Step 6: Add mushrooms, shrimp, lime juice, fish sauce, chili paste, coconut milk. Step 7: Season, simmer shortly, top with coriander.",Spicy and sour,Medium,40 mins
Crispy Fried Mushrooms,Oyster mushrooms; Enoki mushrooms; Salt; Flour; Cornstarch; Egg; Five-spice; Baking powder; Pepper salt; Chili powder,"Step 1: Tear mushrooms, salt 15 mins, squeeze dry. Step 2: Mix batter (flour, cornstarch, egg, salt, five-spice, water). Step 3: Coat mushrooms evenly. Step 4: Fry at medium heat until light yellow. Step 5: Re-fry at high heat till crispy. Step 6: Sprinkle pepper salt and chili powder.",Spicy and crispy,Medium,45 mins
Winter Melon Shrimp Soup,Winter melon; Dried shrimp; Egg; Scallion; Chicken powder,"Step 1: Cut winter melon. Step 2: Fry eggs, set aside. Step 3: Stir-fry winter melon, add water, shrimp, and egg. Step 4: Simmer 15 mins, add seasoning, top with scallion.",Light and fresh,Easy,25 mins
Pork Mushroom Meatballs,Lean pork; Tapioca starch; Mushrooms; Water; Ginger; Salt,"Step 1: Soak mushrooms 30 mins, chop with ginger. Step 2: Mix starch, salt, and water. Step 3: Beat pork with water gradually until sticky. Step 4: Shape into balls, poach gently 3–5 mins. Step 5: Cool in water for better texture.",Savory and tender,Medium,1 hr
Beef Roll Bread,All-purpose flour; Cake flour; Yeast; Sugar; Water; Salt; Olive oil; Beef slices; Black pepper; Oyster sauce; Soy sauce; Onion; Bell pepper; Cheese powder,"Step 1: Mix dough ingredients, knead, add salt and oil, rest 40 mins. Step 2: Marinate beef, fry with onion and peppers. Step 3: Wrap filling, roll, brush with oil, sprinkle cheese, rise 30 mins. Step 4: Bake 205°C/200°C 18 mins.",Savory and cheesy,Medium,1 hr 15 mins
Crepes (Sweet or Savory),Salt; Melted butter; Flour; Eggs; Milk,"Step 1: Mix all except milk, add milk slowly until smooth. Rest 30 mins. Step 2: Cook each side 1–2 mins on oiled pan. Step 3: Serve with jam, cheese, fruit, or ham.",Sweet or light,Easy,30 mins
Homemade Wonton Wrappers,Bread flour; Egg; Water; Salt; Cornstarch,"Step 1: Mix egg-water with flour, knead 10 mins, rest 1 hr. Step 2: Roll thin, fold with cornstarch, cut into 9 cm squares. Step 3: Soft and chewy wonton wrappers ready.",Plain,Medium,1 hr
Three-Delicacy Soup,Shrimp; Egg; Shimeji mushroom; Shiitake; Tofu; Greens; Salt; Chicken essence; White pepper; Scallion; Ginger,"Step 1: Fry shrimp heads, make broth. Step 2: Add scrambled eggs, shrimp, tofu, mushrooms. Step 3: Simmer 5 mins, add greens, season, top with scallion.",Light and umami,Easy,25 mins
Spiced Edamame,Edamame; Garlic; Star anise; Peppercorn; Bay leaves; Oyster sauce; Soy sauce; Sugar; Salt; Chili,"Step 1: Fry garlic and spices. Step 2: Add edamame, sauce, cover with water, simmer till half dry. Step 3: Chill 3 days for deeper flavor.",Spicy and aromatic,Easy,45 mins
